total_score	I_sc	description
-767.089	-3.067	complex_global_dock_00356
-767.248	-3.067	complex_global_dock_04147
-767.544	-3.067	complex_global_dock_07259
-767.730	-3.066	complex_global_dock_09024
-768.605	-3.066	complex_global_dock_02433
-767.541	-3.065	complex_global_dock_02003
-767.569	-3.065	complex_global_dock_05925
-766.367	-3.064	complex_global_dock_05155
-766.948	-3.064	complex_global_dock_01560
-767.235	-3.064	complex_global_dock_04165
-767.814	-3.064	complex_global_dock_05013
-766.456	-3.063	complex_global_dock_04483
-766.935	-3.063	complex_global_dock_08636
-767.424	-3.063	complex_global_dock_03871
-767.554	-3.063	complex_global_dock_09364
-767.784	-3.063	complex_global_dock_02453
-768.352	-3.063	complex_global_dock_00253
-766.242	-3.062	complex_global_dock_03582
-767.022	-3.062	complex_global_dock_06505
-767.386	-3.062	complex_global_dock_08470
-767.435	-3.062	complex_global_dock_00040
-767.851	-3.062	complex_global_dock_09823
-764.400	-3.061	complex_global_dock_05098
-766.426	-3.061	complex_global_dock_00238
-766.630	-3.061	complex_global_dock_01300
-767.171	-3.061	complex_global_dock_04292
-767.371	-3.061	complex_global_dock_06868
-767.546	-3.061	complex_global_dock_07811
-767.287	-3.060	complex_global_dock_04865
-768.223	-3.060	complex_global_dock_03164
-766.787	-3.059	complex_global_dock_00327
-767.473	-3.059	complex_global_dock_09650
-767.480	-3.059	complex_global_dock_02124
-767.173	-3.058	complex_global_dock_00494
-767.397	-3.058	complex_global_dock_00390
-767.530	-3.058	complex_global_dock_02600
-767.590	-3.058	complex_global_dock_01155
-767.707	-3.058	complex_global_dock_01541
-767.305	-3.057	complex_global_dock_02692
-767.321	-3.057	complex_global_dock_08799
-767.137	-3.056	complex_global_dock_09134
-767.563	-3.056	complex_global_dock_08753
-767.791	-3.056	complex_global_dock_01070
-766.760	-3.055	complex_global_dock_02657
-767.189	-3.055	complex_global_dock_02606
-767.285	-3.055	complex_global_dock_06363
-767.535	-3.055	complex_global_dock_01152
-767.591	-3.055	complex_global_dock_07872
-767.597	-3.055	complex_global_dock_01036
-767.748	-3.053	complex_global_dock_07843
-767.417	-3.052	complex_global_dock_04901
-766.766	-3.051	complex_global_dock_01424
-766.959	-3.051	complex_global_dock_09641
-767.007	-3.051	complex_global_dock_08627
-767.168	-3.051	complex_global_dock_03335
-768.065	-3.051	complex_global_dock_01085
-767.091	-3.050	complex_global_dock_05271
-767.549	-3.050	complex_global_dock_06071
-768.602	-3.050	complex_global_dock_01704
-766.349	-3.049	complex_global_dock_04187
-766.733	-3.049	complex_global_dock_07617
-767.795	-3.049	complex_global_dock_08538
-766.893	-3.048	complex_global_dock_01855
-767.447	-3.048	complex_global_dock_03588
-768.112	-3.048	complex_global_dock_09090
-765.778	-3.047	complex_global_dock_06210
-766.181	-3.047	complex_global_dock_00009
-766.701	-3.047	complex_global_dock_09812
-766.735	-3.047	complex_global_dock_04391
-766.734	-3.046	complex_global_dock_02075
-767.265	-3.046	complex_global_dock_05597
-767.346	-3.046	complex_global_dock_05488
-767.445	-3.046	complex_global_dock_07623
-767.606	-3.046	complex_global_dock_00836
-767.766	-3.046	complex_global_dock_07083
-765.836	-3.045	complex_global_dock_08314
-766.799	-3.045	complex_global_dock_08231
-767.044	-3.045	complex_global_dock_03425
-767.427	-3.045	complex_global_dock_04103
-766.566	-3.044	complex_global_dock_01464
-767.449	-3.044	complex_global_dock_01487
-767.532	-3.044	complex_global_dock_05126
-767.561	-3.044	complex_global_dock_07809
-767.839	-3.044	complex_global_dock_03630
-766.499	-3.043	complex_global_dock_01716
-767.017	-3.043	complex_global_dock_03217
-767.890	-3.043	complex_global_dock_01366
-768.074	-3.043	complex_global_dock_01573
-767.595	-3.042	complex_global_dock_09144
-767.940	-3.042	complex_global_dock_02677
-766.489	-3.041	complex_global_dock_02498
-767.093	-3.041	complex_global_dock_04764
-767.820	-3.041	complex_global_dock_08938
-767.227	-3.040	complex_global_dock_03459
-767.667	-3.040	complex_global_dock_06161
-767.766	-3.040	complex_global_dock_08208
-767.513	-3.039	complex_global_dock_04316
-767.630	-3.039	complex_global_dock_07278
-767.229	-3.038	complex_global_dock_04243
-767.764	-3.038	complex_global_dock_07196
-764.131	-3.037	complex_global_dock_08554
-766.451	-3.037	complex_global_dock_02923
-767.364	-3.037	complex_global_dock_05674
-767.582	-3.037	complex_global_dock_03760
-767.645	-3.037	complex_global_dock_00153
-767.726	-3.037	complex_global_dock_04848
-766.127	-3.036	complex_global_dock_05590
-766.876	-3.036	complex_global_dock_08156
-765.898	-3.035	complex_global_dock_04427
-766.907	-3.035	complex_global_dock_09583
-767.387	-3.035	complex_global_dock_00094
-767.632	-3.035	complex_global_dock_08746
-767.112	-3.034	complex_global_dock_05221
-767.422	-3.034	complex_global_dock_00686
-766.923	-3.033	complex_global_dock_09008
-767.681	-3.033	complex_global_dock_00759
-765.135	-3.032	complex_global_dock_01966
-765.941	-3.032	complex_global_dock_09933
-767.005	-3.032	complex_global_dock_01710
-767.589	-3.032	complex_global_dock_08413
-766.869	-3.031	complex_global_dock_05830
-766.912	-3.031	complex_global_dock_07824
-767.241	-3.031	complex_global_dock_01956
-767.472	-3.031	complex_global_dock_04771
-767.476	-3.031	complex_global_dock_03866
-766.913	-3.030	complex_global_dock_08302
-767.001	-3.030	complex_global_dock_09007
-767.048	-3.030	complex_global_dock_06802
-767.327	-3.030	complex_global_dock_02292
-767.509	-3.030	complex_global_dock_06360
-767.619	-3.030	complex_global_dock_01412
-766.741	-3.029	complex_global_dock_00718
-767.740	-3.029	complex_global_dock_02435
-767.807	-3.029	complex_global_dock_06251
-767.594	-3.028	complex_global_dock_05646
-767.713	-3.028	complex_global_dock_02039
-767.744	-3.027	complex_global_dock_05760
-768.057	-3.027	complex_global_dock_05762
-767.299	-3.026	complex_global_dock_04603
-767.383	-3.026	complex_global_dock_06920
-767.673	-3.026	complex_global_dock_04406
-766.737	-3.025	complex_global_dock_09606
-767.401	-3.025	complex_global_dock_03165
-767.823	-3.025	complex_global_dock_04024
-766.415	-3.024	complex_global_dock_01623
-767.697	-3.024	complex_global_dock_08816
-766.586	-3.023	complex_global_dock_03683
-766.746	-3.023	complex_global_dock_09585
-766.988	-3.023	complex_global_dock_00042
-767.194	-3.023	complex_global_dock_03289
-767.517	-3.023	complex_global_dock_04500
-767.691	-3.023	complex_global_dock_07483
-765.963	-3.022	complex_global_dock_01074
-766.249	-3.022	complex_global_dock_05972
-766.298	-3.022	complex_global_dock_00256
-767.399	-3.022	complex_global_dock_00755
-767.733	-3.022	complex_global_dock_07871
-766.377	-3.021	complex_global_dock_09572
-766.452	-3.021	complex_global_dock_01639
-766.557	-3.020	complex_global_dock_05482
-767.005	-3.020	complex_global_dock_00934
-767.460	-3.020	complex_global_dock_02953
-767.561	-3.020	complex_global_dock_06293
-767.566	-3.020	complex_global_dock_06771
-767.643	-3.020	complex_global_dock_04591
-767.911	-3.020	complex_global_dock_04542
-767.208	-3.019	complex_global_dock_00548
-767.449	-3.019	complex_global_dock_08915
-767.555	-3.019	complex_global_dock_00970
-766.094	-3.018	complex_global_dock_02383
-766.477	-3.018	complex_global_dock_04184
-767.553	-3.018	complex_global_dock_06541
-766.898	-3.017	complex_global_dock_01540
-767.325	-3.017	complex_global_dock_06105
-767.701	-3.017	complex_global_dock_05880
-767.168	-3.016	complex_global_dock_09273
-767.223	-3.016	complex_global_dock_02007
-768.030	-3.016	complex_global_dock_09854
-767.842	-3.015	complex_global_dock_02512
-765.096	-3.014	complex_global_dock_07427
-766.369	-3.014	complex_global_dock_07936
-767.107	-3.014	complex_global_dock_03806
-767.375	-3.014	complex_global_dock_04607
-767.814	-3.014	complex_global_dock_00557
-767.098	-3.013	complex_global_dock_04824
-767.091	-3.012	complex_global_dock_08092
-767.714	-3.012	complex_global_dock_00366
-766.327	-3.011	complex_global_dock_05217
-767.448	-3.011	complex_global_dock_00662
-767.064	-3.010	complex_global_dock_08930
-767.208	-3.010	complex_global_dock_02028
-767.325	-3.010	complex_global_dock_09297
-767.944	-3.010	complex_global_dock_03731
-767.478	-3.009	complex_global_dock_07982
-767.538	-3.009	complex_global_dock_05345
-768.023	-3.009	complex_global_dock_09287
-765.946	-3.008	complex_global_dock_08859
-766.582	-3.008	complex_global_dock_06941
-766.724	-3.008	complex_global_dock_07211
-767.160	-3.008	complex_global_dock_02895
-767.320	-3.008	complex_global_dock_02620
-767.458	-3.008	complex_global_dock_04122
-767.509	-3.008	complex_global_dock_07412
-767.598	-3.008	complex_global_dock_02790
-767.431	-3.007	complex_global_dock_07583
-767.433	-3.007	complex_global_dock_03196
-767.462	-3.007	complex_global_dock_03998
-767.516	-3.007	complex_global_dock_04997
-766.275	-3.006	complex_global_dock_00773
-767.061	-3.006	complex_global_dock_03596
-765.651	-3.005	complex_global_dock_01493
-767.466	-3.005	complex_global_dock_04728
-767.212	-3.004	complex_global_dock_02372
-767.893	-3.004	complex_global_dock_05766
-766.087	-3.003	complex_global_dock_05404
-766.312	-3.003	complex_global_dock_04115
-767.010	-3.003	complex_global_dock_02797
-767.131	-3.003	complex_global_dock_07938
-767.166	-3.003	complex_global_dock_02630
-767.841	-3.003	complex_global_dock_06848
-766.915	-3.002	complex_global_dock_00867
-767.519	-3.002	complex_global_dock_03399
-767.589	-3.002	complex_global_dock_09433
-767.611	-3.002	complex_global_dock_05224
-767.663	-3.002	complex_global_dock_09843
-767.437	-3.001	complex_global_dock_00179
-767.551	-3.001	complex_global_dock_02467
-767.648	-3.001	complex_global_dock_04277
-766.306	-3.000	complex_global_dock_00104
-767.124	-3.000	complex_global_dock_01063
-767.338	-3.000	complex_global_dock_09030
-767.474	-3.000	complex_global_dock_01910
-767.694	-3.000	complex_global_dock_09258
-766.164	-2.999	complex_global_dock_06085
-766.379	-2.999	complex_global_dock_02863
-766.503	-2.999	complex_global_dock_03293
-767.478	-2.999	complex_global_dock_06835
-765.941	-2.998	complex_global_dock_01755
-766.632	-2.998	complex_global_dock_09249
-766.915	-2.998	complex_global_dock_04749
-767.151	-2.998	complex_global_dock_08275
-767.515	-2.998	complex_global_dock_02441
-766.858	-2.997	complex_global_dock_08107
-766.910	-2.997	complex_global_dock_08643
-766.917	-2.997	complex_global_dock_00830
-767.285	-2.997	complex_global_dock_05205
-767.648	-2.997	complex_global_dock_05769
-766.564	-2.996	complex_global_dock_07963
-767.150	-2.996	complex_global_dock_00610
-767.366	-2.996	complex_global_dock_07666
-767.582	-2.996	complex_global_dock_03692
-767.811	-2.996	complex_global_dock_05715
-767.669	-2.995	complex_global_dock_01457
-767.828	-2.995	complex_global_dock_03505
-767.424	-2.994	complex_global_dock_08119
-767.586	-2.994	complex_global_dock_01116
-767.069	-2.993	complex_global_dock_09368
-767.317	-2.993	complex_global_dock_08149
-767.374	-2.993	complex_global_dock_01809
-767.591	-2.993	complex_global_dock_05144
-767.992	-2.993	complex_global_dock_07430
-766.581	-2.992	complex_global_dock_03045
-766.599	-2.992	complex_global_dock_05710
-765.998	-2.991	complex_global_dock_00180
-767.339	-2.991	complex_global_dock_03444
-767.555	-2.991	complex_global_dock_02947
-767.267	-2.990	complex_global_dock_00654
-766.833	-2.989	complex_global_dock_01160
-767.141	-2.989	complex_global_dock_03204
-767.157	-2.988	complex_global_dock_06501
-767.657	-2.988	complex_global_dock_05332
-767.888	-2.988	complex_global_dock_00746
-766.065	-2.987	complex_global_dock_04208
-767.845	-2.987	complex_global_dock_09274
-768.113	-2.987	complex_global_dock_09514
-766.991	-2.986	complex_global_dock_02599
-767.631	-2.986	complex_global_dock_09245
-766.785	-2.985	complex_global_dock_08340
-767.370	-2.985	complex_global_dock_00902
-767.537	-2.985	complex_global_dock_00077
-767.571	-2.985	complex_global_dock_02789
-767.612	-2.985	complex_global_dock_03458
-765.627	-2.984	complex_global_dock_09692
-766.755	-2.984	complex_global_dock_03312
-767.449	-2.984	complex_global_dock_09549
-766.981	-2.983	complex_global_dock_08391
-767.462	-2.983	complex_global_dock_02004
-767.784	-2.983	complex_global_dock_04209
-767.800	-2.983	complex_global_dock_06998
-766.860	-2.982	complex_global_dock_07386
-767.654	-2.982	complex_global_dock_06081
-764.925	-2.981	complex_global_dock_07114
-766.818	-2.981	complex_global_dock_06840
-767.072	-2.981	complex_global_dock_04974
-767.252	-2.981	complex_global_dock_03553
-767.308	-2.981	complex_global_dock_08614
-767.369	-2.981	complex_global_dock_08400
-767.396	-2.981	complex_global_dock_08674
-767.447	-2.981	complex_global_dock_07554
-766.964	-2.980	complex_global_dock_03741
-767.095	-2.980	complex_global_dock_09577
-767.990	-2.980	complex_global_dock_00223
-767.459	-2.979	complex_global_dock_00870
-767.554	-2.979	complex_global_dock_00162
-767.778	-2.979	complex_global_dock_09957
-767.851	-2.979	complex_global_dock_08085
-766.745	-2.978	complex_global_dock_07506
-767.080	-2.978	complex_global_dock_08584
-767.318	-2.978	complex_global_dock_04018
-767.389	-2.978	complex_global_dock_06753
-768.036	-2.978	complex_global_dock_02762
-756.931	-2.977	complex_global_dock_02239
-766.807	-2.977	complex_global_dock_00882
-766.980	-2.977	complex_global_dock_03489
-767.059	-2.976	complex_global_dock_02805
-767.134	-2.976	complex_global_dock_00129
-767.572	-2.976	complex_global_dock_00416
-767.807	-2.976	complex_global_dock_03534
-766.519	-2.975	complex_global_dock_05746
-766.775	-2.975	complex_global_dock_08372
-766.972	-2.974	complex_global_dock_03051
-767.080	-2.973	complex_global_dock_03470
-766.507	-2.972	complex_global_dock_08201
-766.745	-2.972	complex_global_dock_07541
-767.569	-2.972	complex_global_dock_00606
-767.580	-2.972	complex_global_dock_09531
-767.735	-2.972	complex_global_dock_01474
-766.906	-2.971	complex_global_dock_02517
-767.072	-2.971	complex_global_dock_00855
-767.469	-2.969	complex_global_dock_06195
-767.702	-2.969	complex_global_dock_06964
-768.201	-2.969	complex_global_dock_09086
-766.179	-2.968	complex_global_dock_03453
-766.290	-2.968	complex_global_dock_02589
-766.671	-2.968	complex_global_dock_07876
-765.953	-2.967	complex_global_dock_01533
-767.061	-2.967	complex_global_dock_06780
-767.512	-2.967	complex_global_dock_07420
-767.654	-2.967	complex_global_dock_09857
-768.076	-2.967	complex_global_dock_00111
-761.864	-2.966	complex_global_dock_02026
-765.147	-2.966	complex_global_dock_08595
-767.102	-2.966	complex_global_dock_07375
-767.225	-2.966	complex_global_dock_04357
-767.440	-2.966	complex_global_dock_08606
-767.697	-2.966	complex_global_dock_07418
-766.829	-2.965	complex_global_dock_09446
-767.259	-2.965	complex_global_dock_09369
-767.705	-2.965	complex_global_dock_05919
-767.170	-2.964	complex_global_dock_04633
-767.193	-2.964	complex_global_dock_05461
-765.782	-2.963	complex_global_dock_02229
-766.498	-2.963	complex_global_dock_02338
-766.579	-2.963	complex_global_dock_01011
-766.999	-2.963	complex_global_dock_08604
-767.003	-2.963	complex_global_dock_01830
-767.154	-2.963	complex_global_dock_05858
-767.239	-2.963	complex_global_dock_07653
-765.906	-2.962	complex_global_dock_04317
-766.925	-2.962	complex_global_dock_08982
-767.194	-2.962	complex_global_dock_07638
-767.467	-2.962	complex_global_dock_08973
-767.633	-2.962	complex_global_dock_06479
-766.546	-2.961	complex_global_dock_01949
-766.868	-2.961	complex_global_dock_03052
-766.934	-2.961	complex_global_dock_07032
-767.343	-2.961	complex_global_dock_06898
-767.436	-2.961	complex_global_dock_06137
-766.125	-2.960	complex_global_dock_03161
-766.401	-2.960	complex_global_dock_02271
-766.744	-2.960	complex_global_dock_03749
-766.843	-2.960	complex_global_dock_06437
-766.921	-2.960	complex_global_dock_06656
-767.032	-2.960	complex_global_dock_02076
-767.263	-2.960	complex_global_dock_09018
-767.571	-2.960	complex_global_dock_02877
-767.049	-2.959	complex_global_dock_08598
-767.112	-2.959	complex_global_dock_06497
-767.372	-2.959	complex_global_dock_02910
-767.466	-2.959	complex_global_dock_06686
-767.536	-2.959	complex_global_dock_02903
-766.500	-2.958	complex_global_dock_00262
-766.894	-2.958	complex_global_dock_09783
-767.020	-2.958	complex_global_dock_05093
-767.329	-2.958	complex_global_dock_05002
-766.764	-2.957	complex_global_dock_08291
-767.854	-2.957	complex_global_dock_00281
-766.574	-2.956	complex_global_dock_07607
-767.094	-2.956	complex_global_dock_03463
-767.143	-2.956	complex_global_dock_00051
-767.580	-2.956	complex_global_dock_02587
-766.259	-2.955	complex_global_dock_03472
-766.764	-2.955	complex_global_dock_04055
-766.828	-2.954	complex_global_dock_00691
-766.948	-2.954	complex_global_dock_04382
-767.457	-2.953	complex_global_dock_04727
-766.549	-2.952	complex_global_dock_06942
-766.613	-2.952	complex_global_dock_03347
-766.929	-2.952	complex_global_dock_02130
-767.165	-2.952	complex_global_dock_05655
-765.774	-2.951	complex_global_dock_07597
-767.192	-2.951	complex_global_dock_06008
-767.222	-2.951	complex_global_dock_01714
-767.350	-2.951	complex_global_dock_07485
-767.786	-2.951	complex_global_dock_01571
-767.026	-2.950	complex_global_dock_07486
